ID,Age,Age_Category,Education,Marital_Status,Income,Income_Category,Kids,Kidhome,Teenhome,Registered_Year,Registered_Month,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Total_Purchase,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Total_Acc_Cmp,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,MntWinesCat,MntFruitsCat,MntMeatProductsCat,MntFishProductsCat,MntSweetProductsCat,MntGoldProdsCat,TotalPurchaseCat,NumDealsCat,NumWebCat,NumCatalogCat,NumStoreCat,NumWebVisitsCat
4426,49,2. Elderly,Graduate,Single,55801.0,3. Upper-Middle,2,1,1,2013,September,367,4,51,6,4,95,527,6,7,2,6,7,1,0,0,0,1,0,0,0,Medium to High Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,High Amount Purchases,Medium to High Number of Total Purchase,High Number Purchases,High Number Purchases,Medium to Low Number Purchases,Medium to High Number Purchases,Medium to High Number Visit
2591,65,2. Elderly,Graduate,Single,76320.0,4. Upper,1,0,1,2014,June,526,35,214,69,53,35,932,2,6,3,4,2,0,0,0,0,0,0,0,0,High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,Medium to High Number of Total Purchase,Medium to Low Number Purchases,Medium to High Number Purchases,Medium to High Number Purchases,Medium to Low Number Purchases,Low Number Visit
10509,69,3. Old,Post Graduate,Single,36927.0,2. Lower-Middle,2,1,1,2014,June,51,0,16,0,0,4,71,2,3,0,3,8,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Medium to Low Number of Total Purchase,Medium to Low Number Purchases,Medium to Low Number Purchases,Low Number Purchases,Low Number Purchases,High Number Visit
6382,71,3. Old,Graduate,Relationship,48794.0,2. Lower-Middle,2,1,1,2014,June,25,0,11,3,0,15,54,1,1,0,3,4,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Purchases,Medium to Low Number Visit
6673,59,2. Elderly,Graduate,Single,23478.0,1. Lower,0,0,0,2013,March,28,6,27,12,17,39,129,1,3,0,3,8,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to Low Number of Total Purchase,Low Number Purchases,Medium to Low Number Purchases,Low Number Purchases,Low Number Purchases,High Number Visit
7441,51,2. Elderly,Graduate,Single,71128.0,4. Upper,1,1,0,2012,October,958,159,447,20,0,31,1615,3,2,10,12,7,0,0,0,0,0,0,0,0,High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,Low Amount Purchases,Medium to High Amount Purchases,High Number of Total Purchase,Medium to High Number Purchases,Low Number Purchases,High Number Purchases,High Number Purchases,Medium to High Number Visit
10061,74,3. Old,Graduate,Relationship,59462.0,3. Upper-Middle,1,0,1,2013,January,724,17,143,0,8,196,1088,2,9,2,12,7,0,0,0,0,0,0,0,0,High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,High Amount Purchases,High Number of Total Purchase,Medium to Low Number Purchases,High Number Purchases,Medium to Low Number Purchases,High Number Purchases,Medium to High Number Visit
322,46,2. Elderly,Graduate,Relationship,42554.0,2. Lower-Middle,2,1,1,2013,January,29,1,11,0,0,0,41,2,2,0,3,4,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Medium to Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Purchases,Medium to Low Number Visit
123,73,3. Old,Graduate,Single,67046.0,3. Upper-Middle,1,0,1,2013,January,544,35,133,23,151,107,993,2,4,5,4,2,0,0,0,0,0,0,0,0,High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Number of Total Purchase,Medium to Low Number Purchases,Medium to Low Number Purchases,High Number Purchases,Medium to Low Number Purchases,Low Number Visit
6103,76,3. Old,Graduate,Relationship,42192.0,2. Lower-Middle,0,0,0,2013,September,40,15,15,17,6,7,100,1,2,1,3,4,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Medium to High Amount Purchases,Low Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Medium to Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Medium to Low Number Purchases,Low Number Purchases,Medium to Low Number Visit
7899,72,3. Old,Post Graduate,Relationship,77610.0,4. Upper,1,0,1,2012,October,1245,33,332,21,33,16,1680,2,4,7,4,7,0,0,0,0,0,0,0,0,High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,High Number of Total Purchase,Medium to Low Number Purchases,Medium to Low Number Purchases,High Number Purchases,Medium to Low Number Purchases,Medium to High Number Visit
10500,40,1. Adult,Graduate,Relationship,31761.0,1. Lower,1,1,0,2014,April,19,1,20,16,14,28,98,2,3,0,4,5,0,0,0,0,0,0,0,0,Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to Low Number of Total Purchase,Medium to Low Number Purchases,Medium to Low Number Purchases,Low Number Purchases,Medium to Low Number Purchases,Medium to Low Number Visit
1655,45,1. Adult,Graduate,Relationship,34350.0,1. Lower,1,1,0,2013,October,16,3,15,2,1,11,48,1,1,0,3,7,0,0,0,0,0,0,0,0,Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Purchases,Medium to High Number Visit
2406,75,3. Old,Graduate,Relationship,54591.0,3. Upper-Middle,1,0,1,2013,August,376,4,94,12,9,24,519,3,6,2,8,5,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,Medium to High Number of Total Purchase,Medium to High Number Purchases,Medium to High Number Purchases,Medium to Low Number Purchases,Medium to High Number Purchases,Medium to Low Number Visit
2712,68,3. Old,Graduate,Relationship,71866.0,4. Upper,1,0,1,2013,December,184,178,178,103,39,33,715,1,6,3,10,3,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,Medium to High Number of Total Purchase,Low Number Purchases,Medium to High Number Purchases,Medium to High Number Purchases,High Number Purchases,Low Number Visit
2254,41,1. Adult,Graduate,Relationship,69520.0,4. Upper,0,0,0,2013,July,627,120,414,121,80,93,1455,1,9,6,5,5,0,0,0,0,0,0,0,0,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Number of Total Purchase,Low Number Purchases,High Number Purchases,High Number Purchases,Medium to Low Number Purchases,Medium to Low Number Visit
10281,54,2. Elderly,Graduate,Single,64713.0,3. Upper-Middle,1,1,0,2014,February,180,60,241,13,54,54,602,2,5,5,7,4,0,0,0,0,0,0,0,1,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,Medium to High Number of Total Purchase,Medium to Low Number Purchases,Medium to High Number Purchases,High Number Purchases,Medium to High Number Purchases,Medium to Low Number Visit
6958,47,2. Elderly,Post Graduate,Relationship,27889.0,1. Lower,1,1,0,2013,July,14,0,4,0,0,8,26,1,1,1,2,6,0,0,0,0,0,0,0,0,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Medium to Low Number Purchases,Low Number Purchases,Medium to Low Number Visit
954,64,2. Elderly,Under Graduate,Single,22123.0,1. Lower,0,0,0,2014,March,3,3,24,34,7,31,102,1,2,1,3,5,0,0,0,0,0,0,0,0,Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Medium to Low Number Purchases,Low Number Purchases,Medium to Low Number Visit
4643,51,2. Elderly,Graduate,Relationship,27803.0,1. Lower,1,1,0,2012,August,8,26,46,38,9,49,176,2,3,0,4,8,0,0,0,0,0,0,0,0,Low Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to Low Number of Total Purchase,Medium to Low Number Purchases,Medium to Low Number Purchases,Low Number Purchases,Medium to Low Number Purchases,High Number Visit
6497,64,2. Elderly,Graduate,Relationship,51651.0,3. Upper-Middle,1,0,1,2012,November,293,6,23,13,6,92,433,4,6,2,5,8,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,High Amount Purchases,Medium to High Number of Total Purchase,High Number Purchases,Medium to High Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,High Number Visit
2802,32,1. Adult,Post Graduate,Relationship,87000.0,4. Upper,0,0,0,2012,December,196,25,607,67,17,49,961,1,4,6,7,2,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to High Number of Total Purchase,Low Number Purchases,Medium to Low Number Purchases,High Number Purchases,Medium to High Number Purchases,Low Number Visit
6343,65,2. Elderly,Graduate,Relationship,79823.0,4. Upper,1,0,1,2014,March,835,73,380,114,73,43,1518,1,6,9,7,2,1,0,1,0,0,0,0,0,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Number of Total Purchase,Low Number Purchases,Medium to High Number Purchases,High Number Purchases,Medium to High Number Purchases,Low Number Visit
6507,44,1. Adult,Graduate,Single,30828.0,1. Lower,1,1,0,2013,October,16,11,15,2,0,12,56,2,1,1,4,3,0,0,0,0,0,0,0,0,Low Amount Purchases,Medium to High Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Low Number of Total Purchase,Medium to Low Number Purchases,Low Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,Low Number Visit
7901,53,2. Elderly,Post Graduate,Relationship,34109.0,1. Lower,1,0,1,2013,November,9,1,5,2,1,4,22,1,0,0,3,4,0,0,0,0,0,0,0,0,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Purchases,Medium to Low Number Visit
4865,50,2. Elderly,Post Graduate,Single,53367.0,3. Upper-Middle,2,1,1,2013,August,229,7,140,10,3,11,400,7,5,1,8,7,0,0,0,0,0,0,0,1,Medium to High Amount Purchases,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to High Number of Total Purchase,High Number Purchases,Medium to High Number Purchases,Medium to Low Number Purchases,Medium to High Number Purchases,Medium to High Number Visit
2686,55,2. Elderly,Under Graduate,Relationship,22390.0,1. Lower,0,0,0,2013,October,0,1,4,15,1,5,26,1,1,0,2,7,0,0,0,0,0,0,0,0,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Medium to High Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Purchases,Medium to High Number Visit
3107,48,2. Elderly,Graduate,Relationship,71322.0,4. Upper,1,0,1,2014,May,121,24,124,24,15,42,350,1,4,1,7,2,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to Low Number of Total Purchase,Low Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,Medium to High Number Purchases,Low Number Visit
7734,31,1. Adult,Graduate,Single,79244.0,4. Upper,0,0,0,2012,December,471,102,125,212,61,245,1216,1,4,10,7,1,2,0,0,1,1,0,0,1,Medium to High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Number of Total Purchase,Low Number Purchases,Medium to Low Number Purchases,High Number Purchases,Medium to High Number Purchases,Low Number Visit
11031,74,3. Old,Post Graduate,Relationship,48699.0,2. Lower-Middle,2,1,1,2013,May,26,1,10,2,0,1,40,1,1,0,3,5,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Purchases,Medium to Low Number Visit
7428,49,2. Elderly,Graduate,Relationship,80144.0,4. Upper,0,0,0,2013,September,240,132,445,250,192,108,1367,1,3,7,8,1,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Number of Total Purchase,Low Number Purchases,Medium to Low Number Purchases,High Number Purchases,Medium to High Number Purchases,Low Number Visit
975,68,3. Old,Graduate,Single,54252.0,3. Upper-Middle,2,1,1,2013,May,178,4,26,8,4,44,264,5,4,1,5,6,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to Low Number of Total Purchase,High Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,Medium to Low Number Visit
1103,48,2. Elderly,Post Graduate,Relationship,81929.0,4. Upper,1,1,0,2012,September,1486,55,278,49,0,185,2053,2,4,4,10,6,2,1,0,1,0,0,0,1,High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,Low Amount Purchases,High Amount Purchases,High Number of Total Purchase,Medium to Low Number Purchases,Medium to Low Number Purchases,Medium to High Number Purchases,High Number Purchases,Medium to Low Number Visit
3422,49,2. Elderly,Graduate,Relationship,76068.0,4. Upper,1,0,1,2012,November,1115,12,128,33,12,76,1376,1,2,3,4,6,2,0,1,0,0,1,0,0,High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,High Number of Total Purchase,Low Number Purchases,Low Number Purchases,Medium to High Number Purchases,Medium to Low Number Purchases,Medium to Low Number Visit
1055,48,2. Elderly,Post Graduate,Relationship,53204.0,3. Upper-Middle,2,1,1,2014,March,29,0,8,2,0,6,45,1,1,0,3,4,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Purchases,Medium to Low Number Visit
1241,40,1. Adult,Post Graduate,Relationship,14796.0,1. Lower,1,1,0,2012,September,13,3,8,7,4,16,51,2,1,0,3,9,0,0,0,0,0,0,0,1,Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Low Number of Total Purchase,Medium to Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Purchases,High Number Visit
2909,50,2. Elderly,Post Graduate,Relationship,78128.0,4. Upper,1,0,1,2014,February,934,24,230,16,24,36,1264,2,8,4,6,3,2,0,1,1,0,0,0,0,High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,High Number of Total Purchase,Medium to Low Number Purchases,High Number Purchases,Medium to High Number Purchases,Medium to High Number Purchases,Low Number Visit
5802,52,2. Elderly,Under Graduate,Relationship,14188.0,1. Lower,0,0,0,2013,February,2,7,11,16,12,27,75,1,2,0,4,6,0,0,0,0,0,0,0,0,Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Low Number Purchases,Medium to Low Number Purchases,Medium to Low Number Visit
340,54,2. Elderly,Graduate,Single,72967.0,4. Upper,1,0,1,2012,December,158,35,179,0,0,125,497,2,7,2,8,5,1,1,0,0,0,0,0,1,Medium to Low Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,Low Amount Purchases,Low Amount Purchases,High Amount Purchases,Medium to High Number of Total Purchase,Medium to Low Number Purchases,High Number Purchases,Medium to Low Number Purchases,Medium to High Number Purchases,Medium to Low Number Visit
5991,75,3. Old,Post Graduate,Relationship,48150.0,2. Lower-Middle,1,0,1,2013,June,173,2,39,3,2,47,266,3,5,1,4,7,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to Low Number of Total Purchase,Medium to High Number Purchases,Medium to High Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,Medium to High Number Visit
3104,63,2. Elderly,Graduate,Single,82332.0,4. Upper,0,0,0,2012,September,830,59,968,51,79,19,2006,1,5,3,12,2,1,0,0,1,0,0,0,1,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to Low Amount Purchases,High Number of Total Purchase,Low Number Purchases,Medium to High Number Purchases,Medium to High Number Purchases,High Number Purchases,Low Number Visit
9729,69,3. Old,Graduate,Single,58275.0,3. Upper-Middle,2,1,1,2013,June,189,10,253,56,43,64,615,6,8,2,7,7,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Number of Total Purchase,High Number Purchases,High Number Purchases,Medium to Low Number Purchases,Medium to High Number Purchases,Medium to High Number Visit
1008,43,1. Adult,Post Graduate,Relationship,44953.0,2. Lower-Middle,0,0,0,2012,December,728,17,133,11,8,124,1021,1,7,3,13,6,1,1,0,0,0,0,0,0,High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,High Amount Purchases,Medium to High Number of Total Purchase,Low Number Purchases,High Number Purchases,Medium to High Number Purchases,High Number Purchases,Medium to Low Number Visit
11091,71,3. Old,Graduate,Relationship,34587.0,1. Lower,2,1,1,2014,May,7,2,9,2,0,2,22,2,1,0,3,4,0,0,0,0,0,0,0,0,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Medium to Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Purchases,Medium to Low Number Visit
3969,50,2. Elderly,Post Graduate,Relationship,43018.0,2. Lower-Middle,1,0,1,2013,November,35,4,17,7,6,64,133,1,2,2,2,5,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,High Amount Purchases,Medium to Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Medium to Low Number Purchases,Low Number Purchases,Medium to Low Number Visit
1916,70,3. Old,Post Graduate,Relationship,45736.0,2. Lower-Middle,1,0,1,2013,July,188,3,180,20,3,43,437,5,7,1,6,7,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to High Number of Total Purchase,High Number Purchases,High Number Purchases,Medium to Low Number Purchases,Medium to High Number Purchases,Medium to High Number Visit
9907,55,2. Elderly,Post Graduate,Relationship,66476.0,3. Upper-Middle,1,0,1,2013,December,742,28,152,25,9,57,1013,2,6,8,10,4,0,0,0,0,0,0,0,0,High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,Medium to High Number of Total Purchase,Medium to Low Number Purchases,Medium to High Number Purchases,High Number Purchases,High Number Purchases,Medium to Low Number Visit
87,43,1. Adult,Post Graduate,Relationship,27733.0,1. Lower,1,1,0,2013,August,0,7,5,26,2,17,57,2,2,0,3,7,0,0,0,0,0,0,0,0,Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Low Number of Total Purchase,Medium to Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Purchases,Medium to High Number Visit
8659,72,3. Old,Post Graduate,Relationship,69805.0,4. Upper,1,0,1,2014,January,750,71,174,13,10,20,1038,2,6,8,11,2,0,0,0,0,0,0,0,0,High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,Medium to High Number of Total Purchase,Medium to Low Number Purchases,Medium to High Number Purchases,High Number Purchases,High Number Purchases,Low Number Visit
6262,62,2. Elderly,Post Graduate,Single,72217.0,4. Upper,0,0,0,2013,April,816,42,450,55,56,154,1573,1,3,10,8,2,0,0,0,0,0,0,0,0,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Number of Total Purchase,Low Number Purchases,Medium to Low Number Purchases,High Number Purchases,Medium to High Number Purchases,Low Number Visit
6147,53,2. Elderly,Graduate,Single,25818.0,1. Lower,1,1,0,2012,October,5,2,8,2,2,9,28,1,0,1,2,7,0,0,0,0,0,0,0,0,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Medium to Low Number Purchases,Low Number Purchases,Medium to High Number Visit
8832,48,2. Elderly,Post Graduate,Relationship,37509.0,2. Lower-Middle,1,1,0,2012,September,37,5,56,12,8,5,123,2,3,0,4,7,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Medium to Low Number of Total Purchase,Medium to Low Number Purchases,Medium to Low Number Purchases,Low Number Purchases,Medium to Low Number Purchases,Medium to High Number Visit
10067,48,2. Elderly,Post Graduate,Relationship,25176.0,1. Lower,2,1,1,2013,August,4,0,4,0,0,5,13,1,1,0,2,7,0,0,0,0,0,0,0,0,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Purchases,Medium to High Number Visit
7532,44,1. Adult,Graduate,Relationship,43586.0,2. Lower-Middle,1,0,1,2012,August,99,2,11,4,0,16,132,3,3,0,4,8,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Number of Total Purchase,Medium to High Number Purchases,Medium to Low Number Purchases,Low Number Purchases,Medium to Low Number Purchases,High Number Visit
4915,68,3. Old,Post Graduate,Relationship,53230.0,3. Upper-Middle,1,0,1,2012,August,176,72,98,136,21,229,732,4,5,2,12,5,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,Medium to High Number of Total Purchase,High Number Purchases,Medium to High Number Purchases,Medium to Low Number Purchases,High Number Purchases,Medium to Low Number Visit
2115,67,3. Old,Graduate,Relationship,50116.0,2. Lower-Middle,2,1,1,2014,June,54,0,10,0,0,2,66,2,1,0,4,5,1,0,1,0,0,0,0,0,Medium to Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Medium to Low Number Purchases,Low Number Purchases,Low Number Purchases,Medium to Low Number Purchases,Medium to Low Number Visit
6292,38,1. Adult,Post Graduate,Relationship,82333.0,4. Upper,0,0,0,2013,March,1311,0,359,46,89,17,1822,1,4,3,10,2,1,0,0,1,0,0,0,1,High Amount Purchases,Low Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,Medium to Low Amount Purchases,High Number of Total Purchase,Low Number Purchases,Medium to Low Number Purchases,Medium to High Number Purchases,High Number Purchases,Low Number Visit
1631,59,2. Elderly,Post Graduate,Relationship,65220.0,3. Upper-Middle,0,0,0,2012,September,890,63,292,0,25,12,1282,4,8,4,7,6,0,0,0,0,0,0,0,1,High Amount Purchases,High Amount Purchases,High Amount Purchases,Low Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,High Number of Total Purchase,High Number Purchases,High Number Purchases,Medium to High Number Purchases,Medium to High Number Purchases,Medium to Low Number Visit
10104,50,2. Elderly,Graduate,Relationship,33590.0,1. Lower,3,2,1,2013,November,4,0,2,0,0,2,8,1,1,0,2,7,0,0,0,0,0,0,0,0,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Purchases,Medium to High Number Visit
3919,48,2. Elderly,Post Graduate,Single,72309.0,4. Upper,0,0,0,2013,March,960,0,883,50,38,0,1931,1,5,6,8,3,1,0,0,0,1,0,0,1,High Amount Purchases,Low Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,Low Amount Purchases,High Number of Total Purchase,Low Number Purchases,Medium to High Number Purchases,High Number Purchases,Medium to High Number Purchases,Low Number Visit
642,44,1. Adult,Under Graduate,Relationship,16005.0,1. Lower,1,1,0,2012,August,1,3,2,20,30,47,103,3,2,1,2,8,0,0,0,0,0,0,0,0,Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to Low Number of Total Purchase,Medium to High Number Purchases,Low Number Purchases,Medium to Low Number Purchases,Low Number Purchases,High Number Visit
4369,67,3. Old,Post Graduate,Single,65487.0,3. Upper-Middle,0,0,0,2014,January,240,67,500,199,0,163,1169,3,3,5,6,2,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,Low Amount Purchases,High Amount Purchases,High Number of Total Purchase,Medium to High Number Purchases,Medium to Low Number Purchases,High Number Purchases,Medium to High Number Purchases,Low Number Visit
